"","ATCOCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"370657","5710AWA10507","cdidjgm","5601 0507",NA,"Gwern Rhuddi Road","","","","","","Gwern Rhuddi Road","","Hampton Crescent East","","","","SW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319579,181952,-3.1607481777,51.5307282775,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370658","5710AWA10509","cdidmam","",NA,"Westminster Drive","","","","51 Gwern Rhuddi Road","","Gwern Rhuddi Road","","Westminster Drive","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319413,181885,-3.1631253618,51.5301022744,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:41",2,"rev","act"
"370659","5710AWA10510","cdidmap","5601 0527",NA,"Westminster Drive","","","","","","Gwern-Rhuddi Road","","Westminster Drive","","opp","","SW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319310,181825,-3.1645961004,51.5295481698,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:18",3,"rev","act"
"370660","5710AWA10511","cdidjdj","84",NA,"Derwen Road","","","","","","Cyn-coed Road","","Derwen Road","","opp","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319164,181634,-3.1666564235,51.5278102523,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:23",1,"rev","act"
"370661","5710AWA10512","cdidjaj","5601 0307",NA,"Cyncoed Avenue","","","","","","Cyn-coed Road","","Cyncoed Avenue","","o/s","","S","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319341,180604,-3.1638693623,51.5185763426,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:27",1,"rev","act"
"370662","5710AWA10450","cdimdja","",NA,"Leisure Centre","","Pentwyn Leisure Centre","","Pentwyn Leisure Centre","","Bryn Celyn Road","","","","opp","","SE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320528,180955,-3.1468450303,51.5219001954,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:30",2,"rev","act"
"370663","5710AWA10451","cdimdtm","5601 0383",NA,"Wern Goch East","","","","","","Pentwyn Drive","","","","o/s","","W","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320224,180803,-3.1511912533,51.5204908544,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:56:53",2,"rev","act"
"370664","5710AWA10454","cdimdgj","",NA,"Heddfaen South","","","","Primary School","","Pentwyn Drive","","","","nr","","NE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320459,181066,-3.1478644273,51.5228883161,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:03",2,"rev","act"
"370665","5710AWA10520","cdiapmw","5601 0067",NA,"Library","","","","Cathays Library","","Whitchurch Road","","Gelligaer Street","","adj","","SE","E0054001","Cathays","Cardiff","","","","","",1,"U",317985,178302,-3.1828717399,51.4976869083,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-07-11T00:00:00",0,"new","act"
"370666","5710AWA10532","cdidwmt","5601 1051",NA,"Heath Park Way","","","","UHW Heath","","Heath Park Way","","Academic Avenue","","","","SE","E0054007","Heath","Cardiff","","","","","",1,"U",317421,179523,-3.1912809046,51.5085808781,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:17",1,"rev","act"
"370667","5710AWA10533","cdidwtg","",NA,"Rhydhelig Ave","","","","St Ambrose Road","","Rhydelig Avenue","","St Ambrose Road","","nr","","E","E0054007","Heath","Cardiff","","","","","",0,"U",317102,179662,-3.195909055,51.5097836427,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:16",2,"rev","act"
"370668","5710AWA10534","cdidwtj","",NA,"Rhydhelig Ave","","","","","","Rhydelig Avenue","","St Augustine Road","","","","W","E0054007","Heath","Cardiff","","","","","",0,"U",317090,179651,-3.1960793379,51.5096829952,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:08",1,"rev","act"
"370669","5710AWA10359","cdimdjm","13A",NA,"Panasonic","","","","Waitrose","","Pentwyn Road","","Croescadarn Road","","o/s","","SE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",321118,181837,-3.1385408065,51.5299118945,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:06",2,"rev","act"
"370670","5710AWA10360","cdijmj","5601 0655",NA,"Panasonic","","","","Panasonic Factory","","Pentwyn Road","","Caxton Place","","","","NW","E0054014","Pentwyn","Cardiff","","","","","",0,"U",321198,181729,-3.1373635863,51.5289522001,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:35:55",1,"rev","act"
"370671","5710AWA10684","cdijdmt","",NA,"Woodside Court","","","","","","Lisvane Road","","South Rise","","o/s","","NE","E0054008","Lisvane","Cardiff","","","","","",1,"U",318460,182315,-3.1769603008,51.5338307494,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T21:05:43",1,"rev","act"
"370672","5710AWA10685","cdijdjm","",NA,"South Rise","","","","","","Lisvane Road","","South Rise","","o/s","","SW","E0054008","Lisvane","Cardiff","","","","","",1,"U",318478,182316,-3.1767010845,51.5338423421,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T21:05:45",1,"rev","act"
"370673","5710AWA10768","cdipgda","",NA,"Ordell St","","","","","","Ordell Street","","JCarlisle Street","","","","SE","E0054023","Splott","Cardiff","","","","","",1,"U",319994,176453,-3.1535174972,51.4813533601,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-23T00:00:00",0,"new","act"
"370674","5710AWA10769","cdipgdw","",NA,"Ruperra Square","","","","","","Ordell Street","","Habershon Street","","","","NW","E0054023","Splott","Cardiff","","","","","",1,"U",320068,176394,-3.1524387199,51.4808334472,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-23T00:00:00",0,"new","act"
"370675","5710AWA10770","cdipgat","",NA,"Janet Street","","","","11 Habershon St","","Habershon Street","","Ordell Street","","","","NE","E0054023","Splott","Cardiff","","","","","",1,"U",320106,176416,-3.1518966103,51.4810365966,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-23T00:00:00",0,"new","act"
"370676","5710AWA10539","cdidaga","",NA,"Dalcross Street","","","","121 Mackintosh Place","","Mackintosh Place","","Dalcross Street","","","","NW","E0054001","Cathays","Cardiff","","","","","",1,"U",318634,178136,-3.1734862551,51.4962885597,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:51:37",1,"rev","act"
"370677","5710AWA10540","cdidagd","15",NA,"Dalcross Street","","","","140 Mackintosh Place","","Mackintosh Place","","Dalcross Street","","","","SE","E0054001","Cathays","Cardiff","","","","","",1,"U",318652,178110,-3.1732210174,51.4960574248,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:54",1,"rev","act"
"370678","5710AWA10674","cdijmga","5601 0286",NA,"Ewenny Road","","","","","","Fidlas Road","","Ewenny Road","","opp","","N","E0054011","Llanishen","Cardiff","","","","","",1,"U",318158,181360,-3.1810910198,51.5252020116,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T21:05:26",1,"rev","act"
"370679","5710AWA10675","cdijpap","",NA,"Usk Road","","","","136 Fidlas Road","","Fidlas Road","","Usk Road","","","","S","E0054011","Llanishen","Cardiff","","","","","",1,"U",318170,181520,-3.1809553079,51.5266420747,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:16:11",1,"rev","act"
"370680","5710AWA10676","cdijpam","5601 0287",NA,"Usk Road","","","","107 Fidlas Road","","Fidlas Road","","Usk Road","","","","N","E0054011","Llanishen","Cardiff","","","","","",1,"U",318157,181540,-3.1811473108,51.5268199783,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:16:17",1,"rev","act"
"370681","5710AWA10677","cdijmjp","5601 0288",NA,"Baptist Church","","Llanishen Baptist Church","","183 Fidlas Rd","","Fidlas Road","","","","","","NW","E0054011","Llanishen","Cardiff","","","","","",1,"U",317914,181718,-3.1846908549,51.5283847879,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370682","5710AWA10678","cdijmwm","5601 0193",NA,"Station Road","","","","206 Fidlas Rd","","Fidlas Road","","Station Road","","","","SE","E0054011","Llanishen","Cardiff","","","","","",1,"U",317846,181833,-3.1856977349,51.5294086762,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370683","5710AWA10679","cdijmgd","",NA,"Old Vicarage Close","","","","","","Station Road","","Old Vicarage Close","","opp","","NE","E0054011","Llanishen","Cardiff","","","","","",1,"U",317865,181981,-3.1854584658,51.5307418887,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T21:05:28",1,"rev","act"
"370684","5710AWA10680","cdijmtp","20",NA,"Newlands Court","","","","Cartref","","Station Road","","Redwood Court","","o/s","","NE","E0054011","Llanishen","Cardiff","","","","","",1,"U",317963,182065,-3.1840656103,51.5315112737,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T21:05:33",2,"rev","act"
"370685","5710AWA10610","cdijtgt","5601 0099",NA,"Companies House","","","","104 Whitchurch Rd","","Whitchurch Road","","Manor Street","","","","SE","N0075391","Maindy","Cardiff","","","","","",1,"U",317657,178667,-3.1876810142,51.5009203362,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:57:24",1,"rev","act"
"370686","5710AWA10611","cdijtgp","5601 0185",NA,"Companies House","","","","Companies House","","Whitchurch Road","","Talygarn Street","","o/s","","NW","N0075391","Maindy","Cardiff","","","","","",1,"U",317678,178625,-3.1873687291,51.5005458393,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:28:37",2,"rev","act"
"370687","5710AWA10715","cdimtgd","5601 0130",NA,"Hodge House","","","","Hodge House","","St Mary Street","","Guildhall Place","","Stop 2","","NW","E0054020","Riverside","Cardiff","","","","","",1,"U",318190,176312,-3.1794574283,51.4798274072,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:36:05",1,"rev","del"
"370688","5710AWA10716","cdimtgj","5601 0050",NA,"Hodge House","","","","","","St Mary Street","","","","Stop 3","","NW","E0054020","Riverside","Cardiff","","","","","",1,"U",318186,176320,-3.179516871,51.4798987445,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:44:20",1,"rev","del"
"370689","5710AWA10646","cdimgmp","9",NA,"Melrose Avenue","","","","38 Melrose Ave","","Melrose Avenue","","Waterloo Road","","","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",319700,178324,-3.1581765462,51.4981312543,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:09:48",1,"rev","act"
"370690","5710AWA10594","cdijtma","",NA,"Gelligaer Gardens","","","","","","Maindy Road","","Gelligaer Gardens","","opp","","NW","N0075391","Maindy","Cardiff","","","","","",1,"U",317624,178040,-3.1880097302,51.4952790853,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:23:38",3,"rev","act"
"370692","5710AWA10546","cdiapdg","5601 0466",NA,"Alder Road","","","","","","Ninian Road","","Alder Road","","o/s","","SE","E0054021","Roath","Cardiff","","","","","",1,"U",318825,178462,-3.1708105875,51.4992466628,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:35",1,"rev","act"
"370693","5710AWA10547","cdiapjp","19",NA,"Boverton St","","","","Alder Road","","Ninian Road","","Alder Road","","opp","","NW","E0054021","Roath","Cardiff","","","","","",1,"U",318816,178449,-3.170937218,51.4991285039,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:40",1,"rev","act"
"370696","5710AWA10592","cdijtgj","",NA,"Cosmeston Street","","","","33 Gelligaer Street","","Gelligaer Street","","Cosmeston Street","","","","SW","N0075391","Maindy","Cardiff","","","","","",1,"U",317596,178169,-3.1884431409,51.4964346486,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-11-14T00:00:00",0,"new","act"
"370697","5710AWA10629","cdipgam","",NA,"Fort Street","","","","165 Broadway","","Broadway","","Fort Street","","","","NE","E0054023","Splott","Cardiff","","","","","",1,"U",320158,177423,-3.1513759954,51.4900965455,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-23T00:00:00",0,"new","act"
"370698","5710AWA10630","cdimgwg","5601 1025",NA,"Waterloo Gardens","","","","","","Waterloo Road","","Waterloo Gardens","","o/s","","S","E0035850","Penylan","Cardiff","","","","","",1,"U",319860,177895,-3.1557745534,51.4942974389,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:48:00",1,"rev","act"
"370699","5710AWA10648","cdimgpa","",NA,"Melrose Court","","","","St David's Catholic College","","Ty-Gwyn Road","","Melrose Court","","nr","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",319345,178537,-3.1633382319,51.4999954273,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:48:11",1,"rev","act"
"370702","5710AWA10564","cdidgwj","5601 0374",NA,"Cardiff High School","","","","Cardiff High School","","Llandennis Road","","","","o/s","","SE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318480,180422,-3.1762333404,51.5168164686,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:23:46",2,"rev","act"
"370703","5710AWA10550","cdiatg","5601 0469",NA,"Promenade East","","","","","","Lake Road East","","","","","","S","E0035859","Roath Park","Cardiff","","","","","",0,"U",318632,179241,-3.1737703009,51.506221749,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:39",1,"rev","act"
"370704","5710AWA10551","cdiatj","5601 0192",NA,"Ninian Road","","","","Roath Park House","","Ninian Road","","Shirley Road","","opp","","SE","E0054021","Roath","Cardiff","","","","","",0,"U",318527,178741,-3.1751671736,51.5017118177,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:46",2,"rev","act"
"370705","5710AWA10552","cdiatm","",NA,"Ninian Road","","","","110 Ninian Road","","Ninian Road","","Shirley Road","","","","NW","E0054021","Roath","Cardiff","","","","","",0,"U",318490,178759,-3.1757042741,51.5018682876,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:30",1,"rev","act"
"370707","5710AWA10598","cdiagdp","8",NA,"Minister Street","","","","University Buildings","","Maindy Road","","Minister Street","","o/s","","NW","E0035812","Blackweir","Cardiff","","","","","",0,"U",317896,177754,-3.1840258684,51.4927476981,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:23:50",2,"rev","act"
"370708","5710AWA10599","cdiagdt","7",NA,"Minister Street","","","","","","Maindy Road","","Minister Street","","","","SE","E0035812","Blackweir","Cardiff","","","","","",1,"U",317942,177730,-3.1833578442,51.4925386364,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:57:42",1,"rev","act"
"370709","5710AWA10664","cdidjda","",NA,"Cyncoed Village","","","","145 Rhyd-y-pennau Road","","Rhyd-y-pennau Road","","Cyn-coed Road","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319101,181451,-3.1675222853,51.5261561291,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:09:23",1,"rev","act"
"370710","5710AWA10665","cdidjtd","",NA,"Rhydypenau Road","","","","102 Rhyd-y-pennau Road","","Rhyd-y-pennau Road","","","","","","SW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318898,181264,-3.1704046856,51.5244459247,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:09:28",1,"rev","act"
"370711","5710AWA10666","cdidjta","26",NA,"Rhydypenau Road","","","","95 Rhyd-y-pennau Road","","Rhyd-y-pennau Road","","","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318853,181242,-3.1710480993,51.5242416813,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:09:33",1,"rev","act"
"370712","5710AWA10582","cdidwjw","14",NA,"Heath Halt Rd","","","","69 Heath Park Avenue","","Heath Park Avenue","","Heath Halt Road","","","","NW","E0054007","Heath","Cardiff","","","","","",1,"U",318043,180138,-3.1824636784,51.5142001229,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370713","5710AWA10583","cdidwma","13",NA,"Heath Halt Road","","","","","","Heath Halt Road","","Heath Park Avenue","","","","SE","E0054007","Heath","Cardiff","","","","","",1,"U",318066,180105,-3.1821246233,51.5139068094,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370714","5710AWA10584","cdidwpm","1",NA,"Highfield Road Top","","","","2 Heath Park Avenue","","Heath Park Avenue","","Allensbank Road","","","","SW","E0054007","Heath","Cardiff","","","","","",1,"U",318052,179766,-3.1822474149,51.5108573262,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:57:30",2,"rev","act"
"370715","5710AWA10585","cdidwpj","41",NA,"Highfield Road Top","","","","Oaks Garden Nursery","","Allensbank Road","","Highfield Road","","opp","","NE","E0054007","Heath","Cardiff","","","","","",1,"U",318034,179756,-3.1825044039,51.5107648163,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:23:26",3,"rev","act"
"370716","5710AWA10586","cdidwmw","34",NA,"Heathmead","","","","247 Allensbank Rd","","Allensbank Road","","Heath Mead","","","","N","E0054007","Heath","Cardiff","","","","","",1,"U",318004,179547,-3.1828879256,51.5088816457,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370717","5710AWA10587","cdidwpg","5601 0202",NA,"Heathwood Grove","","","","8 Allensbank Road","","Allensbank Road","","Heathwood Grove","","","","S","E0054007","Heath","Cardiff","","","","","",1,"U",318012,179505,-3.182762899,51.5085052478,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370718","5710AWA10588","cdidwgw","27",NA,"Cemetery Gates","","","","177 Allensbank Road","","Allensbank Road","","King George V Drive East","","","","N","E0054007","Heath","Cardiff","","","","","",1,"U",317980,179293,-3.1831745041,51.5065948166,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:57:22",2,"rev","act"
"370720","5710AWA10631","cdimgwd","10",NA,"Waterloo Gdns","","","","","","Waterloo Road","","Waterloo Gardens","","opp","","NW","E0035850","Penylan","Cardiff","","","","","",1,"U",319845,177932,-3.1559989908,51.494627926,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:47:58",1,"rev","act"
"370721","5710AWA10632","cdimdwt","17",NA,"Amesbury Road","","","","","","Waterloo Road","","Amesbury Road","","o/s","","S","E0035850","Penylan","Cardiff","","","","","",1,"U",319816,178150,-3.1564662426,51.4965835483,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:48:02",1,"rev","act"
"370722","5710AWA10633","cdimgam","",NA,"Blenhiem Road","","","","","","Waterloo Road","","Amesbury Road","","nr","","N","E0035850","Penylan","Cardiff","","","","","",1,"U",319798,178173,-3.1567307164,51.4967877528,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:48:04",1,"rev","act"
"370723","5710AWA10634","cdimgjg","5601 0554",NA,"Ilton Road","","","","","","Blenheim Road","","Ilton Road","","","","SW","E0035850","Penylan","Cardiff","","","","","",1,"U",319750,178196,-3.1574272605,51.4969876924,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T19:10:00",1,"rev","act"
"370724","5710AWA10635","cdimgjd","19",NA,"Ilton Road","","","","","","Blenheim Road","","Ilton Road","","o/s","","NE","E0035850","Penylan","Cardiff","","","","","",1,"U",319738,178201,-3.1576012266,51.4970309344,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:48:05",2,"rev","act"
"370725","5710AWA10717","cdidgda","",NA,"Castle Arcade","","Castle Arcade","","Endsleigh Insurance","","High Street","","Quay Street","","Stop 1","","N","E0035818","Cathays Park","Cardiff","","","","","",1,"U",318146,176381,-3.1801068986,51.480441314,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:23:59",1,"rev","del"
"370726","5710AWA10718","cdidgdg","5601 0051",NA,"Castle Arcade","","Castle Arcade","","Castle Arcade","","High Street","","Castle Street","","Stop 2","","N","E0035818","Cathays Park","Cardiff","","","","","",1,"U",318138,176397,-3.1802257879,51.4805839879,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:33:35",1,"rev","del"
"370732","5710AWA10618","cdiamt","5601 0615",NA,"Talworth Street","","","","","","City Road","","Talworth Street","","o/s","","SE","E0054021","Roath","Cardiff","","","","","",0,"U",319050,177216,-3.167283721,51.4880779294,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:43:11",1,"rev","act"
