"","ATCOCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"370566","5710AWA10483","cdidjwd","20",NA,"Discovery Inn","","Discovery Inn","","Discovery PH","","Celyn Avenue","","Cleaterwater","","o/s","","NW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318980,180200,-3.1689780132,51.5148928211,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:34",2,"rev","act"
"370567","5710AWA10484","cdiapa","5601 0379",NA,"Discovery Inn","","Discovery Inn","","Discovery Inn PH","","Celyn Avenue","","Ogwen Drive","","opp","","E","E0054002","Cyncoed","Cardiff","","","","","",0,"U",319001,180205,-3.1686765989,51.5149407845,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:36",2,"rev","act"
"370568","5710AWA10497","cdidjat","5601 0117",NA,"Cyncoed Village","","","","Office Visions","","Cyn-coed Road","","Betws-y-coed Road","","opp","","NW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319147,181415,-3.1668510855,51.5258391025,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:13",2,"rev","act"
"370569","5710AWA10460","cdimdat","",NA,"Glyn Eiddw","","","","","","Pentwyn Drive","","","","","","NE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320745,181699,-3.1438856515,51.528619017,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:45",1,"rev","act"
"370570","5710AWA10461","cdimdaw","",NA,"Glyn Eiddw","","","","","","Pentwyn Drive","","","","opp","","SW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320749,181671,-3.1438216927,51.5283678697,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:40",2,"rev","act"
"370571","5710AWA10462","cdimgtj","1",NA,"St Teilo's","","","","","","Carisbrooke Way","","Llanedeyrn Road","","","","NW","E0035850","Penylan","Cardiff","","","","","",1,"U",320035,179019,-3.1535094358,51.5044266097,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370572","5710AWA10464","cdimgma","2",NA,"Lonsdale Road","","","","","","Carisbrooke Way","","Llanedeyrn Road","","nr","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",320029,179054,-3.1536038111,51.5047403966,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:42",1,"rev","act"
"370573","5710AWA10465","cdijgtg","",NA,"Grafton Close","","","","25 Carrisbrooke Way","","Carrisbrooke Way","","Clarendon Road","","","","W","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319935,179149,-3.1549794526,51.5055810824,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:37",1,"rev","act"
"370574","5710AWA10466","cdijgtd","8",NA,"Grafton Close","","","","22 Carisbrooke Way","","Carrisbrooke Way","","Clarendon Road","","","","E","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319927,179161,-3.1550974209,51.5056878228,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:33",1,"rev","act"
"370575","5710AWA10467","cdijgtm","16",NA,"Lothian Cres","","","","67 Carrisbrooke Way","","Carisbrooke Way","","Lothian Crescent","","","","W","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319703,179166,-3.1583252815,51.5057009417,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:28",1,"rev","act"
"370576","5710AWA10468","cdijgtj","",NA,"Lothian Cres","","","","68 Carrisbrooke Way","","Carisbrooke Way","","Lothian Crescent","","","","SE","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319670,179183,-3.1588045244,51.5058490684,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:23",1,"rev","act"
"370577","5710AWA10494","cdidjtw","79",NA,"St Edeyrn's Rd","","","","Palace Court","","Cyn-coed Road","","St Edeyrn`s Road","","o/s","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319324,180799,-3.164159023,51.5203268785,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:09",1,"rev","act"
"370578","5710AWA10452","cdimdtj","",NA,"Wern Goch East","","","","Park","","Pentwyn Drive","","","","opp","","E","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320225,180817,-3.1511800178,51.5206168504,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:56:55",2,"rev","act"
"370579","5710AWA10453","cdimdgm","20",NA,"Heddfaen South","","","","","","Pentwyn Drive","","","","o/s","","SW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320470,181055,-3.1477034254,51.5227909816,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:56:57",2,"rev","act"
"370580","5710AWA10517","cdiapwt","5601 0304",NA,"Dogfield Street","","","","Crwys Pharmacy","","Crwys Road","","Dogfield Street","","o/s","","SE","E0054001","Cathays","Cardiff","","","","","",1,"U",318128,178174,-3.1807824602,51.4965570037,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:49",1,"rev","act"
"370581","5710AWA10518","cdiatdm","5601 0184",NA,"Gladstone School","","","","Gladstone School","","Whitchurch Road","","Gelligaer Street","","o/s","","NW","E0054001","Cathays","Cardiff","","","","","",1,"U",317986,178275,-3.1828510528,51.4974443358,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:12:58",1,"rev","act"
"370582","5710AWA10527","cdidwta","5601 0353",NA,"Main Entrance","","Heath Hospital","","Heath Hospital","","Central Way","","","","","","N","E0054007","Heath","Cardiff","","","","","",1,"U",317600,179262,-3.1886412018,51.5062607824,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:42",1,"rev","act"
"370583","5710AWA10457","cdimawj","BH6",NA,"Brynheulog","","","","","","Brynheulog","","Pentwyn Drive","","","","SE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320611,181206,-3.1457056268,51.5241682817,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370584","5710AWA10458","cdimdmg","BH20",NA,"Health Centre","","Pentwyn Health Centre","","Pentwyn Health Centre","","Brynheulog","","Bryn Haidd","","","","NE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320697,181311,-3.1444899606,51.5251242932,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370585","5710AWA10459","cdimdpg","BH30",NA,"St Bernardettes","","","","5 Bryn Heulog","","Brynheulog","","","","","","NW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320740,181521,-3.1439175993,51.5270181607,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370588","5710AWA10361","cdimdmw","5601 0279",NA,"Post House","","","","","","Pentwyn Road","","","","o/s","","S","E0054014","Pentwyn","Cardiff","","","","","",1,"U",321272,181609,-3.1362702023,51.5278837799,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:08",2,"rev","act"
"370589","5710AWA10362","cdijma","5601 0611",NA,"Post House","","","","","","Pentwyn Road","","","","","","NW","E0054014","Pentwyn","Cardiff","","","","","",0,"U",321254,181614,-3.1365307398,51.5279262146,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:35:45",1,"rev","act"
"370593","5710AWA10356","cdimdgp","",NA,"Heol Pontprennau","","","","","","Heol Pontprennau","","Heol Glaslyn","","","","SE","E0054017","Pontprennau","Cardiff","","","","","",1,"U",321603,182454,-3.1316881861,51.5355261608,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:36:42",1,"rev","act"
"370594","5710AWA10357","cdiapdp","5601 0591",NA,"Asda","","","","Asda Pontprennau","","Heol Pontprennau","","","","o/s","","SE","E0054017","Pontprennau","Cardiff","","","","","",0,"U",321794,182305,-3.1289018589,51.5342132329,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:56:59",2,"rev","act"
"370595","5710AWA10358","cdiapdt","5601 0592",NA,"Asda","","","","Asda Pontprennau","","Heol Pontprennau","","","","opp","","NW","E0054017","Pontprennau","Cardiff","","","","","",0,"U",321737,182325,-3.1297279175,51.5343851154,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:01",2,"rev","act"
"370596","5710AWA10447","cdiawaw","5601 0281",NA,"Interchange","","","","","","Bryn Celyn Road","","","","nr","","SW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320848,180928,-3.1422276951,51.5217024771,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:26",2,"rev","act"
"370597","5710AWA10448","cdimdmp","",NA,"Interchange","","","","258 Bryn Celyn Road","","Bryn Celyn Road","","","","","","NE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320840,180943,-3.1423463511,51.5218361988,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:36:37",1,"rev","act"
"370598","5710AWA10369","cdijajw","5601 0991",NA,"Hadfield Road","","","","Cardiff International Sports Campus","","Leckwith Road","","Hadfield Road","","o/s","","NE","E0035836","Leckwith","Cardiff","","","","","",1,"U",316105,175494,-3.2092798515,51.4721681757,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:19",2,"rev","act"
"370599","5710AWA10495","cdidjpd","88",NA,"Llangorse Rd","","","","257 Cyn-coed Road","","Cyn-coed Road","","Llangorse Road","","","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319256,181064,-3.1651996888,51.5226993834,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370600","5710AWA10496","cdiapd","5601 0659",NA,"Westminster Crescent","","","","314 Cyn-coed Road","","Cyn-coed Road","","Westminster Crescent","","","","S","E0054002","Cyncoed","Cardiff","","","","","",0,"U",319270,181104,-3.1650071228,51.5230609703,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370601","5710AWA10521","cdijtjg","",NA,"Heath Hotel","","","","The Heath PH","","Allensbank Road","","Whitchurch Road","","o/s","","N","N0075391","Maindy","Cardiff","","","","","",1,"U",317888,178461,-3.1843058237,51.499102144,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:00",2,"rev","act"
"370602","5710AWA10522","cdijtjm","2",NA,"Heath Hotel","","","","The Heath PH ","","Allensbank Road","","Whitchurch Road","","opp","","S","N0075391","Maindy","Cardiff","","","","","",1,"U",317902,178469,-3.1841060489,51.4991760967,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:02",2,"rev","act"
"370603","5710AWA10523","cdijtjt","5601 0438",NA,"Llanishen Street","","","","","","Allensbank Road","","Llanishen Street","","opp","","S","N0075391","Maindy","Cardiff","","","","","",1,"U",317937,178799,-3.1836788238,51.5021477348,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:04",1,"rev","act"
"370605","5710AWA10525","cdijadw","5601 0020",NA,"Ty Maeth","","","","CMC Sports & Social Club","","UHW Grounds","","King George V Drive East","","o/s","","NW","E0054007","Heath","Cardiff","","","","","",1,"U",317850,179179,-3.1850205809,51.5055511005,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:06",2,"rev","act"
"370607","5710AWA10476","cdipajw","5601 0308",NA,"Holmwood Close","","","","156 Cyn-coed Road","","Cyn-coed Road","","Caer Cady Close","","","","SW","E0035859","Roath Park","Cardiff","","","","","",1,"U",319277,179870,-3.1646232011,51.5119688357,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370608","5710AWA10503","cdidjgj","",NA,"Gwern Rhuddi Rd","","","","103 Hampton Crescent East","","Hampton Crescent East","","Gwern-Rhuddi Road","","","","SE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319622,182033,-3.160146938,51.5314625645,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370609","5710AWA10504","cdimdtd","5601 0441",NA,"Ty Cerrig","","","","14 Pentwyn Road","","Pentwyn Road","","Ty Cerrig","","","","SE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320003,181946,-3.1546357375,51.5307346599,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:51",1,"rev","act"
"370610","5710AWA10505","cdimdtg","5601 0380",NA,"Ty Cerrig","","","","99 Pentwyn Road","","Pentwyn Road","","Ty Cerrig","","","","NW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320034,181922,-3.1541834793,51.5305233075,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:46",1,"rev","act"
"370611","5710AWA10499","cdidjgp","9",NA,"Hackerford Road","","","","61 Blackoak Road","","Black Oak Road","","Hackerford Road","","","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319138,181819,-3.1670736684,51.5294695914,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370612","5710AWA10500","cdidjmd","2",NA,"Hurford Place","","","","3 Hurford Place","","Hurford Place","","Black Oak Road","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319178,181939,-3.1665247485,51.5305540727,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:59",1,"rev","act"
"370613","5710AWA10501","cdidmat","1",NA,"Hampton Crescent West","","Westminster Drive","","1 Hampton Crescent West","","Hampton Crescent West","","Westminster Drive","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319319,182032,-3.1645138794,51.5314102959,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:55",4,"rev","act"
"370614","5710AWA10502","cdidjgt","7",NA,"Hampton Cres East","","","","53 Hampton Crescent West","","Hampton Crescent West","","The Fairway","","","","SE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319473,182130,-3.1623167058,51.5323132898,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370615","5710AWA10528","cdidwjd","5601 0122",NA,"Childrens Unit","","","","UHW Heath","","Central Way","","","","Opp","","S","E0054007","Heath","Cardiff","","","","","",1,"U",317629,179487,-3.1882760863,51.5082876572,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-05T11:40:33",2,"rev","act"
"370616","5710AWA10529","cdidwtd","5601 0354",NA,"Main Entrance","","Heath Hospital","","Heath Hospital","","Central Way","","","","","","S","E0054007","Heath","Cardiff","","","","","",1,"U",317615,179252,-3.188422787,51.5061730773,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:31",1,"rev","act"
"370617","5710AWA10530","cdidwja","61",NA,"Childrens Unit","","","","UHW Heath","","Heath Park Way","","Central Way","","","","W","E0054007","Heath","Cardiff","","","","","",1,"U",317584,179481,-3.1889229368,51.5082271494,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:26",1,"rev","act"
"370618","5710AWA10531","cdidwmp","5601 0993",NA,"Heath Park Way","","","","UHW Heath","","Heath Park Way","","Academic Avenue","","","","NW","E0054007","Heath","Cardiff","","","","","",1,"U",317424,179506,-3.1912337007,51.5084284956,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:52:22",1,"rev","act"
"370619","5710AWA10363","cdimdjw","",NA,"Pant Glas","","","","","","Pentwyn Road","","Pant Glas","","nr","","SW","E0054014","Pentwyn","Cardiff","","","","","",1,"U",321229,181314,-3.1368238568,51.5252258276,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:11",2,"rev","act"
"370620","5710AWA10485","cdidjdm","",NA,"Duffryn Avenue","","","","","","Duffryn Avenue","","Celyn Avenue","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318807,180371,-3.1715100159,51.5164051628,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:43",1,"rev","act"
"370621","5710AWA10486","cdidjdp","2",NA,"Duffryn Avenue","","","","4 Duffryn Rd","","Duffryn Avenue","","Celyn Avenue","","","","SW","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318829,180384,-3.1711960312,51.5165251931,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:39",1,"rev","act"
"370622","5710AWA10487","cdidjpw","",NA,"Nant Fawr Crescent","","","","","","Duffryn Avenue","","Llandennis Road","","o/s","","S","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318873,180656,-3.1706247662,51.5189766822,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:38",2,"rev","act"
"370623","5710AWA10488","cdidjpt","",NA,"Nant Fawr Crescent","","","","","","Duffryn Avenue","","Llandennis Avenue","","","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",318866,180677,-3.1707304719,51.519164456,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:42:30",1,"rev","act"
"370624","5710AWA10526","cdijaga","5601 0102",NA,"Ty Maeth","","","","Royal College of Nursing","","UHW Grounds","","King George V Drive East","","opp","","SE","E0054007","Heath","Cardiff","","","","","",1,"U",317823,179210,-3.1854167445,51.5058258448,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:13:11",2,"rev","act"
"370625","5710AWA10350","cdimdaj","21A",NA,"Community Centre","","Pontprennau Community Centre","","Pontprennau Community Centre","","Heol Pontprennau","","Clos Nant Ddu","","opp","","NE","E0054017","Pontprennau","Cardiff","","","","","",1,"U",320852,182536,-3.1425319421,51.536158362,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370626","5710AWA10351","cdijgd","5601 0648",NA,"Baltimore Close","","","","","","Clonakilty Way","","Cork Drive","","nr","","NW","E0054017","Pontprennau","Cardiff","","","","","",0,"U",321357,182471,-3.1352379649,51.5356447177,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:16:41",1,"rev","act"
"370627","5710AWA10323","cdijgwa","5601 0455",NA,"Roundwood","","","","","","Llanedeyrn Drive","","","","o/s","","SW","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",320165,180251,-3.151916198,51.5155202382,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:44",1,"rev","act"
"370628","5710AWA10324","cdijgpw","",NA,"Coed-Y-Gores","","Coed-y-Gores (W1)","","St Phillip Evans Primary School","","Llanedeyrn Drive","","Coed-y-Gores","","nr","","N","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",320191,180483,-3.151594197,51.5176095089,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:45",2,"rev","act"
"370629","5710AWA10333","cdimawa","",NA,"Aldi","","","","60 Pentwyn Drive","","Glyn Coed Road","","Pentwyn Road","","","","N","E0054014","Pentwyn","Cardiff","","","","","",1,"U",320183,181785,-3.1520048679,51.5293128461,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:25:40",1,"rev","act"
"370632","5710AWA10280","cdiawap","5601 0453",NA,"Pensylvania","","","","Springwood School","","Circle Way West","","","","o/s","","S","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319711,180078,-3.1584180159,51.5139006027,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:31",2,"rev","act"
"370633","5710AWA10281","cdiawat","50W",NA,"Pensylvania","","","","28 Circle Way West","","Circle Way West","","","","","","N","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",319701,180113,-3.1585700762,51.5142138154,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T17:22:28",1,"rev","act"
"370635","5710AWA10318","cdijgwm","5601 0555",NA,"Wellwood","","","","","","Llanedeyrn Drive","","","","","","SE","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",320099,179612,-3.152722095,51.5097665256,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:25:23",1,"rev","act"
"370636","5710AWA10253","cdimwag","",NA,"Alfred Street","","","","Albany Road Boots","","Albany Road","","Angus Street","","o/s","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",319023,177840,-3.1678158641,51.4936835731,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:05:43",1,"rev","act"
"370637","5710AWA10325","cdijgta","5601 0454",NA,"Coed-Y-Gores","","Coed-y-Gores (W2)","","","","Llanedeyrn Drive","","Coed-y-Gores","","nr","","S","E0035837","Llanedeyrn","Cardiff","","","","","",1,"U",320209,180479,-3.1513339317,51.5175760969,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:47",2,"rev","act"
"370638","5710AWA10326","cdidmag","",NA,"Wern Goch","","","","","","Glyn Coed Road","","","","","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",320044,180645,-3.1537490963,51.5190450076,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:24:55",1,"rev","act"
"370639","5710AWA10327","cdidmad","5601 0487",NA,"Wern Goch","","","","","","Glyn Coed Road","","","","nr","","S","E0054002","Cyncoed","Cardiff","","","","","",1,"U",320061,180633,-3.1535014132,51.5189395419,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:22",2,"rev","act"
"370640","5710AWA10328","cdidjwj","",NA,"Holly Bush","","Glyn Coed School","","Co-op","","Glyn Coed Road","","","","o/s","","N","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319980,181230,-3.1548043365,51.5242948483,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:12:24",1,"rev","act"
"370643","5710AWA10343","cdijtd","5601 0654",NA,"The Farthings","","","","","","Croescadarn Road","","The Farthings","","","","N","E0054017","Pontprennau","Cardiff","","","","","",0,"U",320935,182106,-3.1412388203,51.5323044717,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:25:11",1,"rev","act"
"370644","5710AWA10344","cdijtj","5601 0653",NA,"The Farthings","","","","","","Croescadarn Road","","The Farthings","","","","S","E0054017","Pontprennau","Cardiff","","","","","",0,"U",320940,182150,-3.1411766463,51.5327007165,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:25:06",1,"rev","act"
"370645","5710AWA10345","cdimdpa","4",NA,"Sindercombe Cl","","","","","","Heol Glandulais","","Croescadarn Road","","opp","","NW","E0054017","Pontprennau","Cardiff","","","","","",1,"U",320878,182286,-3.142100895,51.5339146071,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:16:34",2,"rev","act"
"370646","5710AWA10346","cdimdpd","5",NA,"Sindercombe Cl","","","","","","Heol Glandulais","","Croescadarn Road","","o/s","","SE","E0054017","Pontprennau","Cardiff","","","","","",1,"U",320867,182314,-3.1422657511,51.5341647724,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:16:36",2,"rev","act"
"370647","5710AWA10347","cdijtm","5601 0651",NA,"Clos Cwm Du","","","","","","Heol Glandulais","","Clos Cwm Creunant","","opp","","SE","E0054017","Pontprennau","Cardiff","","","","","",0,"U",320779,182369,-3.1435465818,51.5346468415,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:16:38",2,"rev","act"
"370648","5710AWA10348","cdijtp","5601 0652",NA,"Clos Cwm Du","","","","","","Heol Glandulais","","Clos Cwm Du","","o/s","","NW","E0054017","Pontprennau","Cardiff","","","","","",0,"U",320723,182410,-3.1443630229,51.535007543,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:16:39",2,"rev","act"
"370649","5710AWA10477","cdipagw","50",NA,"Caer Cady Close","","","","141 Cyn-coed Road","","Cyn-coed Road","","Caer Cady Close","","","","NE","E0035859","Roath Park","Cardiff","","","","","",1,"U",319299,179932,-3.1643204612,51.5125293373,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"370650","5710AWA10478","cdipajd","",NA,"Celyn Avenue","","","","161 Cyn-coed Road","","Cyn-coed Road","","Celyn Avenue","","","","N","E0035859","Roath Park","Cardiff","","","","","",1,"U",319331,180126,-3.1639038916,51.5142778933,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:57",1,"rev","act"
"370651","5710AWA10479","cdipajg","57",NA,"Celyn Avenue","","","","194 Cyn-coed Road","","Cyn-coed Road","","Celyn Avenue","","","","S","E0035859","Roath Park","Cardiff","","","","","",1,"U",319344,180101,-3.1637108632,51.5140550124,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:41:53",1,"rev","act"
"370652","5710AWA10480","cdipamj","31",NA,"Lomond Crescent","","","","","","Celyn Avenue","","Cyn-coed Road","","o/s","","E","E0035859","Roath Park","Cardiff","","","","","",1,"U",319281,180191,-3.1646391815,51.5148550641,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T20:02:51",2,"rev","act"
"370653","5710AWA10364","cdimdjt","",NA,"Pant Glas","","","","","","Pentwyn Road","","Pant Glas","","","","NE","E0054014","Pentwyn","Cardiff","","","","","",1,"U",321210,181302,-3.1370949831,51.5251152973,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T18:36:45",1,"rev","act"
"370655","5710AWA10366","cdijgt","5601 0610",NA,"Glyn Collen","","","","Farm Foods","","Pentwyn Road","","Eastern Avenue","","o/s","","NE","E0054014","Pentwyn","Cardiff","","","","","",0,"U",320970,181078,-3.1405033533,51.523068033,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T19:57:15",3,"rev","act"
"370656","5710AWA10506","cdidjpm","",NA,"Meadow Close","","","","97 Gwern-Rhuddi Road","","Gwern-Rhuddi Road","","","","","","NE","E0054002","Cyncoed","Cardiff","","","","","",1,"U",319624,181995,-3.160109426,51.531121246,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
